CodigoASIN,PreguntasRespondidas,Moneda,EntregaEnvio,Dominio,Caracteristicas,CantidadImagenes,Valoracion,NumeroResenas,NombreVendedor,FechaRegistro,Titulo,EnlaceURL,CantidadVideos,Categorias
0062931067,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery Wednesday, December 29 if you spend $25 on items shipped by Amazon. Order within 11 hrs 9 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.9 out of 5 stars,17201,Blessed Book,2021-12-21T23:35:37.433Z,Just as I Am: A Memoir,https://www.amazon.com/dp/0062931067,0,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
0061992275,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery December 29 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.8 out of 5 stars,17657,ZBK Books,2021-12-21T23:35:39.424Z,The One and Only Ivan,https://www.amazon.com/dp/0061992275,0,"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
0061992887,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""$3.99 delivery December 30 - January 6. "",""Or fastest delivery December 28 - January 4. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],8,4.8 out of 5 stars,11222,Open Books,2021-12-21T23:23:21.733Z,Chronicles of Narnia Box Set,https://www.amazon.com/dp/0061992887,0,"[""Books"",""Children's Books"",""Literature & Fiction""]"
0140177396,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Thursday, December 30 if you spend $25 on items shipped by Amazon"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],5,4.7 out of 5 stars,20075,giggil,2021-12-21T23:23:17.899Z,Of Mice and Men,https://www.amazon.com/dp/0140177396,0,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
0140186425,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives before Christmas"",""FREE delivery Wednesday, December 29 if you spend $25 on items shipped by Amazon. Order within 17 hrs 21 mins"",""Or fastest delivery Tuesday, December 28"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.7 out of 5 stars,20075,Murfbooks,2021-12-21T23:23:26.293Z,Of Mice and Men (Penguin Great Books of the 20th Century),https://www.amazon.com/dp/0140186425,0,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
0062457713,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 12 - 25 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 6 - 12"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.6 out of 5 stars,58209,Surfin' Jonny's Used Books.,2021-12-21T23:35:38.322Z,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://www.amazon.com/dp/0062457713,0,"[""Books"",""Self-Help"",""Happiness""]"
0062457799,0,USD,[],www.amazon.com,[],2,4.7 out of 5 stars,18823,Amazon,2021-12-21T23:23:15.679Z,They Both Die at the End,https://www.amazon.com/dp/0062457799,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0062457802,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Tomorrow, December 22. Order within 5 hrs 24 mins"",""Arrives before Christmas""]",www.amazon.com,[],4,4.7 out of 5 stars,18823,Amazon,2021-12-21T23:35:37.728Z,They Both Die at the End,https://www.amazon.com/dp/0062457802,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0062464310,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 6 - 10 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 4 - 8"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.6 out of 5 stars,12984,Momma's Media,2021-12-21T23:23:16.659Z,Homo Deus: A Brief History of Tomorrow,https://www.amazon.com/dp/0062464310,0,"[""Books"",""History"",""World""]"
0062464345,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 18 - 20 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 12 - 18"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.6 out of 5 stars,12984,Alex BooksandMore,2021-12-21T23:23:31.866Z,Homo Deus: A Brief History of Tomorrow,https://www.amazon.com/dp/0062464345,0,"[""Books"",""History"",""World""]"
0062466593,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""$3.99 delivery January 3 - 7. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.8 out of 5 stars,19404,Goodwill Industries of Southern Nevada,2021-12-21T23:35:38.995Z,The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),https://www.amazon.com/dp/0062466593,0,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
006246776X,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 5 - 10 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 30 - 31"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.8 out of 5 stars,11122,"James River Sales, LLC",2021-12-21T23:23:27.629Z,The Bad Seed (The Food Group),https://www.amazon.com/dp/006246776X,0,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
0062943472,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas""]",www.amazon.com,[],2,4.7 out of 5 stars,17211,Amazon,2021-12-21T23:23:15.575Z,The Rose Code: A Novel,https://www.amazon.com/dp/0062943472,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0062024027,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 4 - 6 if you spend $25 on items shipped by Amazon"",""Or fastest delivery December 29 - 31"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],6,4.6 out of 5 stars,29549,-OnTimeBooks-,2021-12-21T23:35:40.177Z,Divergent,https://www.amazon.com/dp/0062024027,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0062024043,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas""]",www.amazon.com,[],6,4.6 out of 5 stars,19489,SIMYAH,2021-12-21T23:23:18.702Z,Divergent / Insurgent,https://www.amazon.com/dp/0062024043,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0062024051,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.6 out of 5 stars,19489,Rye Berry Books,2021-12-21T23:23:19.236Z,"Insurgent (Divergent Series, 2)",https://www.amazon.com/dp/0062024051,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
006202406X,0,USD,"[""$5.14 delivery January 5 - 10. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],6,3.9 out of 5 stars,22362,medialeadersmedialeaders,2021-12-21T23:35:44.600Z,Allegiant,https://www.amazon.com/dp/006202406X,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0062024078,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 8 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Thursday, December 30 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Wednesday, December 29. Order within 22 hrs 51 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,3.9 out of 5 stars,22362,GG 10 LLC,2021-12-21T23:23:19.450Z,"Allegiant (Divergent Series, 3)",https://www.amazon.com/dp/0062024078,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0140280197,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas""]",www.amazon.com,[],1,4.7 out of 5 stars,33382,Amazon,2021-12-21T23:23:18.042Z,The 48 Laws of Power,https://www.amazon.com/dp/0140280197,0,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
0062498533,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Wednesday, December 29 if you spend $25 on items shipped by Amazon. Order within 19 hrs 51 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.8 out of 5 stars,21341,Amazon Warehouse,2021-12-21T23:23:18.112Z,The Hate U Give,https://www.amazon.com/dp/0062498533,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0060850523,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery January 17 - 25 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 15 - 19"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],5,4.6 out of 5 stars,18262,gatecitybooks,2021-12-21T23:35:46.565Z,Brave New World,https://www.amazon.com/dp/0060850523,0,"[""Books"",""Literature & Fiction"",""United States""]"
0062963686,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery March 3 - 7 if you spend $25 on items shipped by Amazon"",""Or fastest delivery February 25 - 28"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.4 out of 5 stars,26810,Retaliation Resale,2021-12-21T23:23:27.927Z,The Dutch House: A Novel,https://www.amazon.com/dp/0062963686,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0060853964,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Friday, December 24. Order within 5 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon. Order within 15 hrs 51 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.7 out of 5 stars,14729,The BookBank,2021-12-21T23:23:18.913Z,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://www.amazon.com/dp/0060853964,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0060853980,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""FREE delivery Thursday, December 30 if you spend $25 on items shipped by Amazon. Order within 19 hrs 39 mins"",""Or fastest delivery Tuesday, December 28"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.7 out of 5 stars,14729,Jenson Books Inc,2021-12-21T23:35:50.745Z,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)",https://www.amazon.com/dp/0060853980,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0062968394,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 8 - 10 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 3 - 4"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],10,4.6 out of 5 stars,15043,Rich Media Direct,2021-12-21T23:23:20.548Z,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),https://www.amazon.com/dp/0062968394,0,"[""Books"",""Cookbooks, Food & Wine"",""Cooking Education & Reference""]"
0062059947,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Arrives before Christmas"",""$3.99 delivery December 30 - January 7. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.6 out of 5 stars,11072,Valleys Books & More,2021-12-21T23:23:16.996Z,"The Selection (The Selection, 1)",https://www.amazon.com/dp/0062059947,0,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
0062060619,0,USD,"[""FREE delivery Tuesday, December 28"",""Or fastest delivery Friday, December 24. Order within 5 hrs 24 mins"",""Arrives before Christmas"",""$3.99 delivery December 30 - January 6. "",""Or fastest delivery December 27 - 30. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.7 out of 5 stars,31125,Goodwill of Colorado,2021-12-21T23:35:44.801Z,The Song of Achilles,https://www.amazon.com/dp/0062060619,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
0062060627,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas""]",www.amazon.com,[],3,4.7 out of 5 stars,31125,Amazon,2021-12-21T23:35:43.186Z,The Song of Achilles: A Novel,https://www.amazon.com/dp/0062060627,0,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
014032724X,0,USD,"[""$4.08 delivery Thursday, January 6. Order within 19 hrs 36 mins. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS."",""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon. Order within 19 hrs 51 mins"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.7 out of 5 stars,16012,Learning with BooksLearning with BooksJenson Books Inc,2021-12-21T23:23:11.229Z,Hatchet,https://www.amazon.com/dp/014032724X,0,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
0060887966,0,USD,"[""FREE delivery January 18 - February 2. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],2,4.7 out of 5 stars,64522,TheWorldShopUSATheWorldShopUSA,2021-12-21T23:35:42.870Z,The Alchemist - Gift Edition,https://www.amazon.com/dp/0060887966,0,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]"
0062976583,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 24 mins"",""Arrives before Christmas"",""$3.99 delivery December 30 - January 5. "",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],6,4.8 out of 5 stars,87406,"Goodwill Industries - Big Bend, Inc.",2021-12-21T23:35:44.678Z,"The Boy, the Mole, the Fox and the Horse",https://www.amazon.com/dp/0062976583,0,"[""Books"",""Comics & Graphic Novels"",""Graphic Novels""]"
0060890681,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 24. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 6 - 8 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Friday, December 31"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],1,4.2 out of 5 stars,10102,-OnTimeBooks-,2021-12-21T23:23:25.597Z,The Last Anniversary: A Novel,https://www.amazon.com/dp/0060890681,0,"[""Books"",""Literature & Fiction"",""Dramas & Plays""]"
0062073478,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 5 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 22 - 24 if you spend $25 on items shipped by Amazon"",""Or fastest delivery January 16 - 19"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],3,4.5 out of 5 stars,16752,California Book Bag,2021-12-21T23:23:25.989Z,And Then There Were None (Agatha Christie Mysteries Collection (Paperback)),https://www.amazon.com/dp/0062073478,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
0062073486,0,USD,"[""FREE delivery Tuesday, December 28 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, December 23. Order within 6 hrs 36 mins"",""Arrives before Christmas"",""FREE delivery January 19 - 26 if you spend $25 on items shipped by Amazon"",""Or fastest delivery Thursday, January 13"",""Arrives after Christmas. Need a gift sooner? Send an Amazon Gift Card instantly by email or SMS.""]",www.amazon.com,[],4,4.5 out of 5 stars,16752,-OnTimeBooks-,2021-12-21T23:23:18.121Z,And Then There Were None,https://www.amazon.com/dp/0062073486,0,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
